GO:0005768	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G538580 PE=3 SV=1
GO:0005762	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G539610 PE=4 SV=1
GO:0005829	Cytosolic Fe-S cluster assembly factor NBP35 OS=Cucumis melo OX=3656 GN=LOC103486120 PE=3 SV=1
GO:0005829	Glucose-6-phosphate 1-dehydrogenase OS=Cucumis hystrix OX=396994 PE=3 SV=1
GO:0005777	Fatty acyl-CoA reductase OS=Cucumis sativus OX=3659 GN=Csa_4G551130 PE=3 SV=1
GO:0005737	RING-type domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G551140 PE=4 SV=1
GO:0005789	acidPPc domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G551650 PE=4 SV=1
GO:0005634	Serine/threonine-protein phosphatase OS=Cucumis sativus OX=3659 GN=Csa_4G551660 PE=3 SV=1
GO:0042548	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G552160 PE=3 SV=1
GO:0005730	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G553660 PE=4 SV=1
GO:0005634	Ultraviolet-B receptor UVR8 isoform X1 OS=Cucumis melo var. makuwa OX=1194695 GN=E6C27_scaffold128G001080 PE=4 SV=1
GO:0043231	putative pentatricopeptide repeat-containing protein At3g13770, mitochondrial isoform X1 OS=Cucumis melo OX=3656 GN=LOC103486132 PE=3 SV=1
GO:0005576	Peptidase A1 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G554680 PE=3 SV=1
GO:0009733	SAUR family protein OS=Cucumis sativus OX=3659 GN=Csa_4G556180 PE=3 SV=1
GO:0016592	Cyclin-dependent kinase E-1 OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold1738G00720 PE=3 SV=1
GO:0004049	Anthranilate synthase OS=Cucumis sativus OX=3659 GN=Csa_4G563190 PE=3 SV=1
GO:0016020	RING/FYVE/PHD zinc finger superfamily protein, putative isoform 1 OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold208G001360 PE=4 SV=1
GO:0009507	Adenylosuccinate synthetase, chloroplastic OS=Cucumis sativus OX=3659 GN=PURA PE=3 SV=1
GO:0005634	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G571220 PE=3 SV=1
GO:0042644	PfkB domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G571770 PE=4 SV=1
GO:0005634	serine/threonine-protein kinase Nek6 isoform X1 OS=Cucumis melo OX=3656 GN=LOC103486166 PE=4 SV=1
GO:0005886	Protein kinase domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G572330 PE=4 SV=1
GO:0005737	TRAF-type domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G572340 PE=4 SV=1
GO:0005643	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G572860 PE=3 SV=1
GO:0005789	protein cornichon homolog 1 isoform X2 OS=Cucumis melo OX=3656 GN=LOC103486176 PE=3 SV=1
GO:0005684	MFAP1 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G578870 PE=4 SV=1
GO:0005663	AAA domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G579870 PE=4 SV=1
GO:0043229	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G580370 PE=4 SV=1
GO:0005886	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G580380 PE=3 SV=1
GO:0016020	Beta-glucuronosyltransferase GlcAT14A OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold83G00260 PE=4 SV=1
GO:0005622	chaperone protein dnaJ 72 OS=Cucumis melo OX=3656 GN=LOC103486026 PE=4 SV=1
GO:0005634	cleavage stimulation factor subunit 77 isoform X1 OS=Cucumis melo OX=3656 GN=LOC103486027 PE=4 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G594440 PE=4 SV=1
GO:0016592	Mediator of RNA polymerase II transcription subunit 11 OS=Cucumis melo OX=3656 GN=LOC103486032 PE=3 SV=1
GO:0016301	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G594460 PE=4 SV=1
GO:0005634	Proteasome subunit alpha type OS=Cucumis sativus OX=3659 GN=Csa_4G594470 PE=3 SV=1
GO:0009535	Magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase OS=Cucumis sativus OX=3659 GN=Csa_4G595970 PE=3 SV=1
GO:0005783	S-acyltransferase OS=Cucumis sativus OX=3659 GN=Csa_4G595980 PE=3 SV=1
GO:0005634	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G595990 PE=4 SV=1
GO:0000176	exosome complex component RRP4 homolog isoform X2 OS=Cucumis melo OX=3656 GN=LOC103486036 PE=4 SV=1
GO:0005829	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G598000 PE=3 SV=1
GO:0031083	Biogenesis of lysosome-related organelles complex 1 subunit 7 OS=Cucumis melo OX=3656 GN=LOC103487651 PE=3 SV=1
GO:0005739	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G613170 PE=4 SV=1
GO:0000932	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G604530 PE=4 SV=1
GO:0009536	Obg-like ATPase 1 OS=Cucumis sativus OX=3659 GN=Csa_4G606030 PE=3 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G608070 PE=4 SV=1
GO:0009507	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G608080 PE=4 SV=1
GO:0016020	Cytochrome b561 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G608090 PE=4 SV=1
GO:0005765	Protein VACUOLELESS1 OS=Cucumis sativus OX=3659 GN=Csa_4G608100 PE=3 SV=1
GO:0003860	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G608110 PE=3 SV=1
GO:0016020	Peptidase A1 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G608130 PE=3 SV=1
GO:0003723	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G608150 PE=3 SV=1
GO:0000139	4-hydroxyphenylpyruvate dioxygenase OS=Cucumis sativus OX=3659 GN=Csa_4G608160 PE=3 SV=1
GO:0003677	NAC domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G608170 PE=4 SV=1
GO:0003677	HTH myb-type domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G614170 PE=4 SV=1
GO:0005783	transmembrane protein 56-like OS=Cucumis melo OX=3656 GN=LOC103504121 PE=4 SV=1
GO:0034657	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G614210 PE=4 SV=1
GO:0034657	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G614220 PE=4 SV=1
GO:0005737	Aldo_ket_red domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G614230 PE=4 SV=1
GO:0005737	Aldo_ket_red domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G615230 PE=4 SV=1
GO:0005634	Transcription factor PIF4-like OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold384G003560 PE=4 SV=1
GO:0005777	Amino_oxidase domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G615750 PE=4 SV=1
GO:0031234	O-linked n-acetylglucosamine transferase, ogt OS=Cucumis sativus OX=3659 GN=Csa_4G615760 PE=4 SV=1
GO:0005634	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G616760 PE=4 SV=1
GO:0045127	GlcNAc kinase OS=Cucumis melo OX=3656 GN=LOC103502488 PE=3 SV=1
GO:0005730	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G616790 PE=4 SV=1
GO:0000938	vacuolar protein sorting-associated protein 53 A isoform X1 OS=Cucumis melo OX=3656 GN=LOC103502491 PE=3 SV=1
GO:0016020	uncharacterized protein LOC103502492 OS=Cucumis melo OX=3656 GN=LOC103502492 PE=4 SV=1
GO:0012505	Cytochrome b5 heme-binding domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G617330 PE=4 SV=1
GO:0005634	N2227 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G617350 PE=4 SV=1
GO:0005737	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G617360 PE=4 SV=1
GO:0043231	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G617370 PE=4 SV=1
GO:0003723	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G617380 PE=4 SV=1
GO:0034663	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G617390 PE=4 SV=1
GO:0004843	OTU domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G617400 PE=4 SV=1
GO:0035251	Glycosyltransferase OS=Cucumis sativus OX=3659 GN=Csa_4G617410 PE=3 SV=1
GO:0005886	CYSTM domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G618410 PE=3 SV=1
GO:0005634	Protein FAR1-RELATED SEQUENCE OS=Cucumis sativus OX=3659 GN=Csa_4G618450 PE=3 SV=1
GO:0004105	choline-phosphate cytidylyltransferase 2-like OS=Cucumis melo OX=3656 GN=LOC103502481 PE=3 SV=1
GO:0005886	ZIP transporter OS=Cucumis sativus OX=3659 GN=Csa_4G618490 PE=3 SV=1
GO:0035251	Glycosyltransferase OS=Cucumis sativus OX=3659 GN=Csa_4G618520 PE=3 SV=1
GO:0016020	Glycosyltransferase OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold384G002770 PE=3 SV=1
GO:0035251	Glycosyltransferase OS=Cucumis sativus OX=3659 GN=Csa_4G620550 PE=3 SV=1
GO:0043231	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G620570 PE=4 SV=1
GO:0016791	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G620580 PE=4 SV=1
GO:0035251	Glycosyltransferase OS=Cucumis sativus OX=3659 GN=Csa_4G620600 PE=3 SV=1
GO:0009506	X8 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G620610 PE=4 SV=1
GO:0005634	Proteasome subunit alpha type OS=Cucumis melo OX=3656 GN=LOC103502466 PE=3 SV=1
GO:0005634	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G620650 PE=4 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G621180 PE=4 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G621170 PE=4 SV=1
GO:0005739	persulfide dioxygenase ETHE1 homolog, mitochondrial OS=Cucumis melo OX=3656 GN=LOC103501765 PE=4 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G621200 PE=4 SV=1
GO:0009570	Chalcone-flavonone isomerase family protein OS=Cucumis sativus OX=3659 GN=Csa_4G622760 PE=3 SV=1
GO:0005886	receptor-like serine/threonine-protein kinase At1g78530 OS=Cucumis melo OX=3656 GN=LOC103493467 PE=3 SV=1
GO:0005634	SH2 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G622780 PE=4 SV=1
GO:0005739	putative pentatricopeptide repeat-containing protein At1g53330 OS=Cucumis melo OX=3656 GN=LOC103493464 PE=4 SV=1
GO:0009507	Peptide-methionine (R)-S-oxide reductase OS=Cucumis sativus OX=3659 GN=Csa_4G622800 PE=3 SV=1
GO:0046872	probable 2-oxoglutarate/Fe(II)-dependent dioxygenase OS=Cucumis melo OX=3656 GN=LOC103501850 PE=3 SV=1
GO:0046872	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G622830 PE=4 SV=1
GO:0009706	Sodium-bile acid cotransporter OS=Cucumis sativus OX=3659 GN=Csa_4G622840 PE=3 SV=1
GO:0016604	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G622850 PE=3 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G622860 PE=4 SV=1
GO:0005886	Bidirectional sugar transporter SWEET OS=Cucumis sativus OX=3659 GN=SWEET2 PE=2 SV=1
GO:0005634	Alpha,alpha-trehalose-phosphate synthase (UDP-forming) OS=Cucumis sativus OX=3659 GN=Csa_4G622880 PE=3 SV=1
GO:0003735	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G623380 PE=3 SV=1
GO:0005685	Sm protein F OS=Cucumis sativus OX=3659 GN=Csa_4G623900 PE=3 SV=1
GO:0005634	BED-type domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G624400 PE=4 SV=1
GO:0016020	Non-specific serine/threonine protein kinase OS=Cucumis melo OX=3656 GN=LOC103501834 PE=4 SV=1
GO:0016020	Non-specific serine/threonine protein kinase OS=Cucumis melo OX=3656 GN=LOC103501833 PE=4 SV=1
GO:0016020	Non-specific serine/threonine protein kinase OS=Cucumis melo OX=3656 GN=LOC103501837 PE=4 SV=1
GO:0004672	Non-specific serine/threonine protein kinase OS=Cucurbita moschata OX=3662 GN=LOC111446321 PE=4 SV=1
GO:0017018	Protein phosphatase OS=Cucumis sativus OX=3659 GN=Csa_4G625030 PE=3 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G625040 PE=4 SV=1
GO:0009639	DUF641 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G625560 PE=4 SV=1
GO:0005784	Plug_translocon domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G625570 PE=3 SV=1
GO:0005576	DNA polymerase delta subunit 3 OS=Cucumis sativus OX=3659 GN=Csa_4G626090 PE=4 SV=1
GO:0005576	Folate gamma-glutamyl hydrolase OS=Cucumis sativus OX=3659 GN=Csa_4G626100 PE=3 SV=1
GO:0017018	Protein phosphatase OS=Cucumis sativus OX=3659 GN=Csa_4G627120 PE=3 SV=1
GO:0005634	PARP-type domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G627160 PE=4 SV=1
GO:0005773	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G627190 PE=4 SV=1
GO:0005789	Mannosyltransferase OS=Cucumis sativus OX=3659 GN=Csa_4G627200 PE=3 SV=1
GO:0005576	Bulb-type lectin domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G627220 PE=4 SV=1
GO:0005634	ALOG domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G627230 PE=3 SV=1
GO:0005737	TPR repeat-containing thioredoxin TTL1 OS=Cucumis melo var. makuwa OX=1194695 GN=E6C27_scaffold271G001110 PE=4 SV=1
GO:0000139	Hexosyltransferase OS=Cucumis sativus OX=3659 GN=Csa_4G627260 PE=3 SV=1
GO:0005634	increased DNA methylation 1 isoform X1 OS=Cucumis melo OX=3656 GN=LOC103501805 PE=4 SV=1
GO:0005776	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G627790 PE=4 SV=1
GO:0009507	AAA domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G627820 PE=4 SV=1
GO:0005634	TCP domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G628330 PE=4 SV=1
GO:0003700	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G628340 PE=4 SV=1
GO:0005774	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G628350 PE=4 SV=1
GO:0005886	Glutamate receptor OS=Cucumis sativus OX=3659 GN=Csa_4G628850 PE=3 SV=1
GO:0005886	Glutamate receptor OS=Cucumis melo OX=3656 GN=LOC103501797 PE=3 SV=1
GO:0005886	Glutamate receptor OS=Cucumis sativus OX=3659 GN=Csa_4G628880 PE=3 SV=1
GO:0005634	BZIP domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G628890 PE=4 SV=1
GO:0005768	Ras-related protein RABA1f OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold384G001250 PE=4 SV=1
GO:0005634	RING-type domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G628910 PE=4 SV=1
GO:0005634	SP-RING-type domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G628940 PE=3 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G629460 PE=4 SV=1
GO:0005829	Aminotran_1_2 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G629470 PE=3 SV=1
GO:0005829	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G630000 PE=3 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G630530 PE=4 SV=1
GO:0005759	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G630540 PE=3 SV=1
GO:0005783	PRA1 family protein OS=Cucumis sativus OX=3659 GN=Csa_4G630550 PE=3 SV=1
GO:0005737	Protein kinase domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G630560 PE=4 SV=1
GO:0003677	bHLH-MYC_N domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G631060 PE=4 SV=1
GO:0005886	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G631560 PE=4 SV=1
GO:0004557	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G631570 PE=3 SV=1
GO:0016020	Protein phosphatase 2c OS=Cucumis sativus OX=3659 GN=Csa_4G631580 PE=4 SV=1
GO:0005634	Squamosa promoter-binding protein OS=Cucumis sativus OX=3659 GN=Csa_4G631590 PE=4 SV=1
GO:0016020	Protein DETOXIFICATION OS=Cucumis sativus OX=3659 GN=Csa_4G631610 PE=3 SV=1
GO:0009507	uncharacterized protein LOC103493478 isoform X1 OS=Cucumis melo OX=3656 GN=LOC103493478 PE=4 SV=1
GO:0005737	Dynamin-type G domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G637140 PE=4 SV=1
GO:0016020	beta-glucuronosyltransferase GlcAT14B-like OS=Cucumis melo OX=3656 GN=LOC103493483 PE=4 SV=1
GO:0004672	protein SPA1-RELATED 4 OS=Cucumis melo OX=3656 GN=LOC103493482 PE=4 SV=1
GO:0016020	Inner membrane protein oxaA OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold134G003960 PE=4 SV=1
GO:0005524	probable ubiquitin-conjugating enzyme E2 25 isoform X1 OS=Cucumis melo OX=3656 GN=LOC103493488 PE=4 SV=1
GO:0005829	S1-like domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G637710 PE=3 SV=1
GO:0016020	RING-type domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G637730 PE=4 SV=1
GO:0005730	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G637740 PE=4 SV=1
GO:0005789	RING-type domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G637750 PE=4 SV=1
GO:0005886	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G637760 PE=3 SV=1
GO:0016020	MLO-like protein OS=Cucumis sativus OX=3659 GN=MLO PE=3 SV=1
GO:0005737	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G637810 PE=4 SV=1
GO:0005886	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G638330 PE=3 SV=1
GO:0009507	NADPH-protochlorophyllide oxidoreductase OS=Cucumis sativus OX=3659 GN=POR PE=2 SV=1
GO:0016020	Fiber protein Fb34 OS=Cucumis sativus OX=3659 GN=Csa_4G638370 PE=4 SV=1
GO:0005634	COP1-interacting protein 7, putative isoform 1 OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold134G003780 PE=4 SV=1
GO:0008422	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G638400 PE=3 SV=1
GO:0005783	Ent-kaurene oxidase OS=Cucumis sativus OX=3659 GN=ko PE=2 SV=1
GO:0005886	Lysine histidine transporter-like 8 OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold134G003750 PE=3 SV=1
GO:0005886	Peptidase_S26 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G638430 PE=4 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G638440 PE=4 SV=1
GO:0005615	serpin-ZX-like OS=Cucumis melo OX=3656 GN=LOC103493509 PE=3 SV=1
GO:0005886	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G638470 PE=4 SV=1
GO:0043531	Nbs-lrr resistance protein OS=Cucumis sativus OX=3659 GN=Csa_4G638480 PE=3 SV=1
GO:0000922	Gamma-tubulin complex component OS=Cucumis sativus OX=3659 GN=Csa_4G638490 PE=3 SV=1
GO:1990879	CST complex subunit CTC1 OS=Cucumis sativus OX=3659 GN=Csa_4G638500 PE=3 SV=1
GO:0008236	Peptidase_S9 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G639050 PE=4 SV=1
GO:0008236	Peptidase_S9 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G639060 PE=4 SV=1
GO:0005829	polyadenylate-binding protein RBP47-like OS=Cucumis melo OX=3656 GN=LOC103493523 PE=4 SV=1
GO:0005576	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G639110 PE=4 SV=1
GO:0009507	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G639120 PE=4 SV=1
GO:0016020	Putative ribonuclease p/mrp subunit OS=Cucumis melo var. makuwa OX=1194695 GN=E6C27_scaffold255G00690 PE=4 SV=1
GO:0016787	Abhydrolase_3 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G639160 PE=4 SV=1
GO:0000808	Epimerase domain-containing protein OS=Carpinus fangiana OX=176857 GN=FH972_018529 PE=3 SV=1
GO:0004722	PPM-type phosphatase domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G639210 PE=4 SV=1
GO:0005886	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G639220 PE=4 SV=1
GO:0009507	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G639760 PE=4 SV=1
GO:0005829	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G639770 PE=3 SV=1
GO:0005635	Protein CYPRO4 OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold134G003430 PE=4 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G639800 PE=3 SV=1
GO:0005739	coenzyme Q-binding protein COQ10 homolog, mitochondrial OS=Cucumis melo OX=3656 GN=LOC103493540 PE=3 SV=1
GO:0048039	Polyketide_cyc domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G639810 PE=3 SV=1
GO:0009507	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G639820 PE=4 SV=1
GO:0000445	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G639830 PE=3 SV=1
GO:0005634	Trimethylguanosine synthase OS=Cucumis sativus OX=3659 GN=Csa_4G639840 PE=4 SV=1
GO:1901700	Remorin_C domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G639850 PE=3 SV=1
GO:0016020	Lipase_3 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G639880 PE=4 SV=1
GO:0016020	Lipase_3 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G639890 PE=4 SV=1
GO:0005634	BHLH domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G639900 PE=4 SV=1
GO:0005656	WD_REPEATS_REGION domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G639920 PE=4 SV=1
GO:0004842	RING-type domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G639940 PE=4 SV=1
GO:0003677	NAC domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G639950 PE=4 SV=1
GO:0016740	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G639960 PE=3 SV=1
GO:0016740	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G640960 PE=3 SV=1
GO:0016740	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G640970 PE=3 SV=1
GO:0016740	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G640980 PE=3 SV=1
GO:0016740	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G641000 PE=3 SV=1
GO:0016740	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G641500 PE=3 SV=1
GO:0005634	WRKY protein OS=Cucumis sativus OX=3659 GN=WRKY33 PE=2 SV=1
GO:0005634	Kinesin-like protein KIN-4A OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold134G003120 PE=3 SV=1
GO:0016020	B30.2/SPRY domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G641570 PE=4 SV=1
GO:0019005	F-box domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G641640 PE=4 SV=1
GO:0009507	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G641650 PE=4 SV=1
GO:0000307	B-like cyclin OS=Cucumis sativus OX=3659 GN=Csa_4G641660 PE=3 SV=1
GO:0005737	Putative isoaspartyl peptidase/L-asparaginase 2 OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold134G003020 PE=4 SV=1
GO:0016020	SASA domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G641680 PE=4 SV=1
GO:0005634	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G641690 PE=4 SV=1
GO:0000123	MRG domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G641700 PE=4 SV=1
GO:0009937	F-box domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G641710 PE=4 SV=1
GO:0000278	MFP1 attachment factor 1 OS=Cucumis sativus OX=3659 GN=Csa_4G641730 PE=4 SV=1
GO:0016020	Cytochrome P450 81E8-like OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold134G002950 PE=3 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G641760 PE=3 SV=1
GO:0000307	B-like cyclin OS=Cucumis melo OX=3656 GN=LOC103493584 PE=3 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G642290 PE=3 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G642300 PE=3 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G642310 PE=3 SV=1
GO:0016020	Peptidase A1 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G642320 PE=3 SV=1
GO:0005737	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G642420 PE=3 SV=1
GO:0010468	LOB domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G642430 PE=3 SV=1
GO:0005634	Zinc-finger protein 1 OS=Cucumis sativus OX=3659 GN=Csa_4G642460 PE=4 SV=1
GO:0005634	BHLH domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G642470 PE=4 SV=1
GO:0003676	SPOC domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G642480 PE=4 SV=1
GO:0003676	CUE domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_4G642490 PE=4 SV=1
GO:0005634	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_4G642500 PE=3 SV=1
